id_department,department_name,terrain_area,old_antenna,new_antenna_type
27,Santander,1752200,3,b
25,Risaralda,1113400,24,a
26,San Andres y Providencia,1605600,11,d
22,Norte de Santander,73000,16,e
21,Narino,172000,25,d
32,Vichada,1587000,17,b
18,La Guajira,387000,24,c
4,Atlantico,59200,25,e
18,La Guajira,870000,8,d
8,Caqueta,1101000,17,b
12,Choco,1764600,27,e
2,Antioquia,1243600,1,e
14,Cundinamarca,1826000,17,e
6,Boyaca,1690200,15,d
18,La Guajira,445400,5,d
32,Vichada,341200,10,c
1,Amazonas,265600,29,e
1,Amazonas,1686600,20,c
27,Santander,1297800,3,b
8,Caqueta,31200,5,d
5,Bolivar,1173200,12,d
11,Cesar,1221800,3,d
24,Quindio,464600,11,e
13,Cordoba,95800,12,e
30,Valle del Cauca,1169600,4,a
25,Risaralda,1873000,1,a
27,Santander,273400,12,d
32,Vichada,1883200,1,e
19,Magdalena,647200,19,a
10,Cauca,1351000,21,c
14,Cundinamarca,447200,28,a
26,San Andres y Providencia,31200,28,a
4,Atlantico,1568800,7,e
23,Putumayo,146000,22,b
20,Meta,458200,6,e
20,Meta,1684400,12,d
15,Guainia,1645600,15,e
31,Vaupes,942600,29,b
19,Magdalena,1745600,18,d
10,Cauca,228600,28,b
12,Choco,1671800,11,b
30,Valle del Cauca,1303400,27,a
15,Guainia,320600,24,e
30,Valle del Cauca,1784200,28,b
6,Boyaca,520000,15,c
29,Tolima,1567400,27,d
3,Arauca,502600,20,d
16,Guaviare,1564200,13,c
9,Casanare,880400,29,a
2,Antioquia,238800,9,e
2,Antioquia,1348200,28,e
17,Huila,1363800,24,a
32,Vichada,69000,6,e
13,Cordoba,1568400,9,e
4,Atlantico,1488600,25,b
32,Vichada,1525800,21,b
8,Caqueta,490200,23,b
23,Putumayo,580800,23,c
31,Vaupes,455200,19,b
7,Caldas,411600,21,d
14,Cundinamarca,1032600,0,e
30,Valle del Cauca,1284000,22,a
21,Narino,1566000,24,e
10,Cauca,860000,8,a
17,Huila,1327000,29,e
19,Magdalena,291000,10,e
30,Valle del Cauca,597200,6,c
32,Vichada,430200,1,d
17,Huila,912800,6,e
31,Vaupes,1148800,9,c
11,Cesar,1111000,12,d
2,Antioquia,1634200,17,b
14,Cundinamarca,465600,4,a
2,Antioquia,601600,12,a
20,Meta,1152800,20,e
32,Vichada,949200,29,e
17,Huila,1264600,28,c
22,Norte de Santander,518000,2,d
7,Caldas,1561000,13,a
26,San Andres y Providencia,1432000,0,a
20,Meta,1987200,25,e
32,Vichada,1666800,24,d
4,Atlantico,1144600,25,a
30,Valle del Cauca,1071400,12,c
13,Cordoba,1365000,27,a
25,Risaralda,1287400,13,a
16,Guaviare,655200,11,a
9,Casanare,1044800,3,b
1,Amazonas,853800,9,d
20,Meta,1328200,28,d
23,Putumayo,1098000,2,e
7,Caldas,1507800,22,b
3,Arauca,790800,1,e
9,Casanare,1637400,20,d
16,Guaviare,1898600,28,e
17,Huila,486400,1,b
1,Amazonas,104200,28,b
27,Santander,1662800,27,b
29,Tolima,553200,3,b
23,Putumayo,597400,12,d
5,Bolivar,1134200,20,e
31,Vaupes,1945600,19,e
9,Casanare,930400,9,e
7,Caldas,1835200,18,b
25,Risaralda,1017600,27,e
16,Guaviare,391800,23,e
17,Huila,675200,11,b
13,Cordoba,889000,26,e
6,Boyaca,274400,21,b
12,Choco,1515000,13,b
21,Narino,360600,7,a
26,San Andres y Providencia,1618400,22,d
25,Risaralda,1440400,24,a
25,Risaralda,677600,1,c
3,Arauca,1684000,2,e
18,La Guajira,1766800,10,e
28,Sucre,458600,16,a
8,Caqueta,1460400,20,c
3,Arauca,1936200,30,b
1,Amazonas,1318000,3,a
32,Vichada,832200,24,e
28,Sucre,1827400,21,c
27,Santander,775400,30,e
32,Vichada,507800,23,e
20,Meta,110000,3,e
16,Guaviare,1178000,23,a
10,Cauca,1893600,29,a
7,Caldas,1633200,20,d
19,Magdalena,1902400,28,c
27,Santander,360000,27,a
4,Atlantico,330400,21,d
18,La Guajira,1949600,12,c
1,Amazonas,1776400,8,c
16,Guaviare,232800,10,d
3,Arauca,1924600,29,e
3,Arauca,1718200,19,a
10,Cauca,1016200,24,d
5,Bolivar,984800,8,d
27,Santander,1708000,4,b
3,Arauca,1339600,1,b
22,Norte de Santander,840400,24,a
22,Norte de Santander,1280400,22,b
25,Risaralda,1635800,16,d
3,Arauca,1251400,9,e
29,Tolima,734800,6,d
32,Vichada,1606200,23,d
13,Cordoba,472400,11,c
15,Guainia,178200,27,c
4,Atlantico,243800,24,b
28,Sucre,1287400,15,c
19,Magdalena,593400,28,c
10,Cauca,312200,2,c
21,Narino,1285600,10,a
30,Valle del Cauca,1895800,1,c
13,Cordoba,232400,17,e
12,Choco,1539600,3,a
18,La Guajira,958400,0,d
7,Caldas,132800,5,b
14,Cundinamarca,496000,5,b
1,Amazonas,1803600,29,d
3,Arauca,1482400,8,b
14,Cundinamarca,1372600,8,c
10,Cauca,1613800,20,d
22,Norte de Santander,1134000,2,b
23,Putumayo,1785800,27,b
2,Antioquia,167400,15,d
3,Arauca,1852800,3,c
23,Putumayo,1438800,7,e
14,Cundinamarca,228600,15,d
18,La Guajira,1086200,15,d
19,Magdalena,820400,11,b
4,Atlantico,346800,2,b
17,Huila,574200,5,b
28,Sucre,734200,15,a
22,Norte de Santander,1217800,11,c
31,Vaupes,817000,22,c
31,Vaupes,780000,21,d
13,Cordoba,1343200,28,d
1,Amazonas,1601600,3,e
4,Atlantico,1446200,23,a
3,Arauca,540400,9,a
16,Guaviare,1147200,27,e
19,Magdalena,781400,14,b
23,Putumayo,498600,4,d
18,La Guajira,1796600,30,d
20,Meta,1488400,14,b
19,Magdalena,75600,8,c
25,Risaralda,1724200,29,e
25,Risaralda,906000,15,d
17,Huila,596000,8,e
29,Tolima,743200,1,c
25,Risaralda,977000,22,b
3,Arauca,831600,7,b
3,Arauca,1606000,27,c
26,San Andres y Providencia,161000,26,e
26,San Andres y Providencia,284400,27,c
18,La Guajira,802200,19,b
21,Narino,920800,22,c
3,Arauca,665800,19,c
6,Boyaca,1973600,21,d
29,Tolima,545400,26,a
14,Cundinamarca,789400,11,b
21,Narino,1263600,11,c
11,Cesar,588800,13,d
29,Tolima,664000,28,e
9,Casanare,681800,2,b
9,Casanare,1094200,1,d
10,Cauca,1907600,21,e
6,Boyaca,372600,9,e
22,Norte de Santander,1396400,27,b
1,Amazonas,1536400,29,b
13,Cordoba,425800,21,b
24,Quindio,878400,7,b
26,San Andres y Providencia,948400,28,b
19,Magdalena,1009400,20,d
11,Cesar,1953200,20,b
3,Arauca,1665200,7,a
2,Antioquia,863600,5,a
17,Huila,1572600,4,d
30,Valle del Cauca,243600,1,c
21,Narino,303600,4,c
19,Magdalena,883800,9,c
12,Choco,1613400,2,a
22,Norte de Santander,78800,23,e
10,Cauca,1763400,30,a
23,Putumayo,1217600,25,c
17,Huila,514200,25,c
6,Boyaca,887400,10,a
14,Cundinamarca,131800,0,a
24,Quindio,39600,6,a
24,Quindio,1353400,21,c
5,Bolivar,713400,7,c
18,La Guajira,983200,30,c
24,Quindio,881600,29,e
11,Cesar,541600,15,a
14,Cundinamarca,600,10,d
5,Bolivar,644000,17,b
18,La Guajira,1218200,6,c
8,Caqueta,1689200,24,a
18,La Guajira,735600,15,e
10,Cauca,737200,16,c
5,Bolivar,1524200,3,c
14,Cundinamarca,1247800,6,b
29,Tolima,1072400,28,e
31,Vaupes,1020800,22,e
28,Sucre,261200,29,a
18,La Guajira,579400,21,e
18,La Guajira,1418000,26,d
5,Bolivar,1353600,15,e
8,Caqueta,309000,19,d
1,Amazonas,1032200,26,a
2,Antioquia,1776800,21,d
6,Boyaca,1925200,13,e
6,Boyaca,1586000,14,a
32,Vichada,1701600,0,c
11,Cesar,1415400,11,b
15,Guainia,960400,14,e
12,Choco,1435800,10,a
14,Cundinamarca,1723600,24,d
28,Sucre,850000,13,e
3,Arauca,805800,5,d
14,Cundinamarca,1370600,18,c
7,Caldas,593000,28,c
10,Cauca,896800,12,e
21,Narino,1673200,6,a
4,Atlantico,1419400,13,d
19,Magdalena,1226400,5,d
26,San Andres y Providencia,1292000,14,a
15,Guainia,652400,29,e
2,Antioquia,797600,23,e
12,Choco,809600,5,b
16,Guaviare,1523600,11,c
32,Vichada,232200,3,b
22,Norte de Santander,650800,11,a
26,San Andres y Providencia,647600,30,b
27,Santander,854400,16,a
28,Sucre,1365400,11,e
4,Atlantico,1564800,9,a
29,Tolima,29000,4,e
28,Sucre,1939800,5,c
28,Sucre,1329000,20,c
30,Valle del Cauca,828800,5,d
32,Vichada,509400,27,d
27,Santander,1372200,24,d
12,Choco,735400,22,e
4,Atlantico,1773400,4,b
26,San Andres y Providencia,1998600,0,d
25,Risaralda,1348000,12,e
20,Meta,491400,14,b
13,Cordoba,486000,28,b
22,Norte de Santander,1874800,13,b
25,Risaralda,751400,16,e
17,Huila,1931400,19,a
31,Vaupes,1041000,6,b
23,Putumayo,404200,8,a
28,Sucre,1900200,5,d
24,Quindio,1916000,29,e
4,Atlantico,579600,23,d
8,Caqueta,1588200,5,d
3,Arauca,939800,29,e
19,Magdalena,898800,23,b
12,Choco,323400,19,b
14,Cundinamarca,1859600,19,a
24,Quindio,648000,14,a
18,La Guajira,1319800,7,a
4,Atlantico,1117000,17,d
20,Meta,896400,23,d
15,Guainia,1290000,1,a
13,Cordoba,49000,29,b
1,Amazonas,646200,8,b
11,Cesar,594000,7,e
22,Norte de Santander,1487200,19,a
12,Choco,683200,8,c
14,Cundinamarca,1269600,0,d
12,Choco,1238000,23,e
29,Tolima,1723400,0,d
25,Risaralda,937800,16,b
27,Santander,684400,30,a
30,Valle del Cauca,836000,27,a
15,Guainia,318200,29,d
20,Meta,81800,15,d
13,Cordoba,674800,0,a
18,La Guajira,774600,3,a
17,Huila,714600,29,c
15,Guainia,77800,23,b
4,Atlantico,1698200,29,a
15,Guainia,993800,7,c
14,Cundinamarca,1160600,22,b
7,Caldas,1481400,26,c
30,Valle del Cauca,34400,12,c
19,Magdalena,834200,22,d
7,Caldas,1849400,27,c
19,Magdalena,1351000,10,a
27,Santander,1889600,5,c
5,Bolivar,1042400,9,a
20,Meta,1157200,24,d
30,Valle del Cauca,24800,7,a
11,Cesar,1120800,21,d
25,Risaralda,415200,23,a
21,Narino,450200,21,b
6,Boyaca,1063600,1,c
25,Risaralda,432800,11,d
32,Vichada,1812400,12,b
19,Magdalena,1214200,2,b
20,Meta,497200,27,b
28,Sucre,895400,11,b
6,Boyaca,265600,15,c
5,Bolivar,215200,17,e
10,Cauca,142200,5,a
30,Valle del Cauca,1338200,28,d
25,Risaralda,1677400,25,c
11,Cesar,454400,2,c
28,Sucre,1165200,19,c
27,Santander,1954800,15,a
19,Magdalena,161200,16,c
27,Santander,121000,12,c
10,Cauca,938200,11,e
4,Atlantico,1567600,30,d
22,Norte de Santander,1565200,4,d
20,Meta,1221000,19,a
1,Amazonas,1502800,11,b
25,Risaralda,437000,15,c
19,Magdalena,1220600,4,e
16,Guaviare,269800,6,a
27,Santander,297000,15,b
26,San Andres y Providencia,190200,20,d
26,San Andres y Providencia,556200,28,a
3,Arauca,1595400,11,a
31,Vaupes,1996400,15,d
23,Putumayo,974600,12,b
26,San Andres y Providencia,549400,23,d
20,Meta,1590800,18,d
8,Caqueta,1076800,12,e
14,Cundinamarca,1078800,7,d
12,Choco,1626400,15,d
4,Atlantico,1058600,23,c
26,San Andres y Providencia,338200,28,b
12,Choco,1070800,9,c
7,Caldas,1606400,25,b
27,Santander,621800,14,e
18,La Guajira,1628000,15,b
12,Choco,42000,11,c
10,Cauca,1257200,24,c
12,Choco,367400,15,a
2,Antioquia,988000,18,e
29,Tolima,27400,8,e
5,Bolivar,856400,21,b
14,Cundinamarca,1764400,2,b
21,Narino,135800,6,b
25,Risaralda,1897000,24,b
5,Bolivar,1396000,28,c
1,Amazonas,1857600,28,e
13,Cordoba,1035600,30,a
23,Putumayo,671800,2,c
32,Vichada,302400,0,e
29,Tolima,842000,20,b
6,Boyaca,1580200,1,d
26,San Andres y Providencia,387400,29,b
7,Caldas,1302200,23,d
18,La Guajira,161600,9,c
1,Amazonas,562600,24,b
3,Arauca,1531000,0,e
30,Valle del Cauca,834400,17,d
15,Guainia,767800,26,a
12,Choco,1498400,0,a
2,Antioquia,1678000,15,b
20,Meta,1939600,30,c
29,Tolima,703400,3,b
9,Casanare,1789600,2,e
10,Cauca,1952000,1,c
26,San Andres y Providencia,1427000,22,b
13,Cordoba,1571000,17,c
24,Quindio,153000,17,a
17,Huila,770800,12,c
5,Bolivar,731400,14,c
29,Tolima,1203600,6,e
3,Arauca,1847000,9,d
18,La Guajira,1510200,8,c
21,Narino,765400,2,e
10,Cauca,931800,24,d
12,Choco,1677600,18,c
11,Cesar,959000,26,b
10,Cauca,87400,11,e
6,Boyaca,1122200,15,b
1,Amazonas,561600,9,b
18,La Guajira,1139200,6,c
11,Cesar,180800,27,a
9,Casanare,794600,16,a
24,Quindio,769600,17,a
21,Narino,1186800,0,b
21,Narino,444800,21,a
27,Santander,280800,4,c
17,Huila,1427800,28,b
32,Vichada,782400,28,d
7,Caldas,834200,7,e
19,Magdalena,1527000,29,a
3,Arauca,1143000,20,d
1,Amazonas,140000,3,c
29,Tolima,1338600,5,c
17,Huila,939400,1,b
15,Guainia,229400,14,c
13,Cordoba,1359600,15,e
12,Choco,1626200,22,a
28,Sucre,292000,4,b
27,Santander,256800,1,a
25,Risaralda,1462000,2,b
28,Sucre,1162600,12,b
3,Arauca,778400,24,d
2,Antioquia,1213600,17,a
25,Risaralda,1851400,1,e
11,Cesar,1626400,24,a
8,Caqueta,797600,21,e
5,Bolivar,1550800,28,a
8,Caqueta,1091400,4,c
11,Cesar,553000,20,b
29,Tolima,1619400,17,d
21,Narino,226800,7,a
7,Caldas,1610600,11,a
1,Amazonas,1258400,13,c
4,Atlantico,1365000,28,c
15,Guainia,927000,5,a
24,Quindio,712600,23,b
4,Atlantico,233600,21,d
18,La Guajira,1461600,11,d
20,Meta,445400,9,a
7,Caldas,776800,20,b
22,Norte de Santander,1064400,22,b
21,Narino,1590200,23,c
28,Sucre,113400,30,e
8,Caqueta,652000,8,e
9,Casanare,1532200,11,d
6,Boyaca,182400,30,d
29,Tolima,457200,16,a
25,Risaralda,1288200,2,b
26,San Andres y Providencia,604200,23,c
22,Norte de Santander,1564800,0,c
3,Arauca,747200,15,d
5,Bolivar,705800,13,d
27,Santander,301200,3,c
18,La Guajira,1869800,5,c
20,Meta,220400,2,c
13,Cordoba,1881200,5,e
23,Putumayo,552800,14,b
3,Arauca,926800,24,b
13,Cordoba,1539800,30,b
10,Cauca,274400,0,b
12,Choco,1951400,19,d
29,Tolima,153800,24,a
31,Vaupes,1878200,20,e
2,Antioquia,654600,0,b
31,Vaupes,1570400,1,d
4,Atlantico,1827600,28,d
10,Cauca,1061000,18,b
25,Risaralda,457800,3,c
17,Huila,483800,12,b
23,Putumayo,357400,20,d
8,Caqueta,1546800,2,d
32,Vichada,648000,17,a
23,Putumayo,1979600,6,e
16,Guaviare,1124000,16,c
5,Bolivar,341400,26,b
31,Vaupes,991800,21,d
5,Bolivar,1244400,0,e
15,Guainia,282400,3,c
31,Vaupes,34400,24,a
8,Caqueta,640400,12,e
5,Bolivar,562400,15,a
11,Cesar,1611800,24,d
22,Norte de Santander,711000,30,e
26,San Andres y Providencia,151800,9,e
30,Valle del Cauca,551000,17,a
3,Arauca,933400,3,d
22,Norte de Santander,112400,9,b
7,Caldas,599600,18,b
16,Guaviare,1640800,10,c
24,Quindio,707600,27,b
10,Cauca,337000,16,a
6,Boyaca,587400,14,c
29,Tolima,1028000,6,b
19,Magdalena,283600,13,b
6,Boyaca,1757200,25,c
3,Arauca,1078600,25,b
8,Caqueta,786400,19,c
30,Valle del Cauca,302600,15,c
16,Guaviare,1649600,21,a
21,Narino,170400,30,c
16,Guaviare,1404200,6,d
13,Cordoba,510400,20,b
21,Narino,452400,27,b
26,San Andres y Providencia,587800,21,e
32,Vichada,1948400,2,b
28,Sucre,1894200,20,a
17,Huila,842000,8,a
30,Valle del Cauca,1029800,20,b
24,Quindio,997400,5,b
23,Putumayo,156600,2,d
32,Vichada,1266400,18,a
5,Bolivar,1835800,1,e
13,Cordoba,42600,20,a
14,Cundinamarca,1672000,4,b
21,Narino,1093800,5,d
18,La Guajira,191400,6,e
11,Cesar,459600,15,a
1,Amazonas,1053200,21,e
20,Meta,1054800,29,b
23,Putumayo,1699800,17,c
11,Cesar,1289400,14,b
18,La Guajira,1634800,22,d
5,Bolivar,1123800,22,e
9,Casanare,1567000,3,e
15,Guainia,560200,2,d
16,Guaviare,702400,15,d
19,Magdalena,309000,30,c
17,Huila,1358800,10,d
2,Antioquia,1045400,21,c
16,Guaviare,87000,10,c
26,San Andres y Providencia,664200,1,e
7,Caldas,1723400,2,e
14,Cundinamarca,481800,15,d
7,Caldas,536800,28,a
18,La Guajira,1454800,6,d
30,Valle del Cauca,607600,0,b
28,Sucre,123800,10,b
14,Cundinamarca,1532200,4,e
1,Amazonas,169400,24,d
26,San Andres y Providencia,523800,24,e
8,Caqueta,676200,9,d
21,Narino,1045800,15,a
4,Atlantico,741200,14,d
15,Guainia,1689200,5,b
23,Putumayo,750600,27,a
4,Atlantico,939400,22,b
9,Casanare,311200,19,e
6,Boyaca,1107600,21,c
27,Santander,1126400,5,b
5,Bolivar,1263600,21,a
15,Guainia,203600,1,e
13,Cordoba,5800,14,b
18,La Guajira,1123800,3,a
11,Cesar,778800,6,c
20,Meta,1789600,1,b
27,Santander,1672000,13,b
11,Cesar,464600,3,b
1,Amazonas,1148400,12,c
21,Narino,788800,14,c
28,Sucre,1898400,2,c
31,Vaupes,1538800,25,e
21,Narino,443600,4,e
24,Quindio,290200,30,b
24,Quindio,65200,18,c
10,Cauca,364000,15,e
20,Meta,445200,29,c
9,Casanare,1138000,24,a
18,La Guajira,165400,21,a
27,Santander,721800,14,c
28,Sucre,378000,17,e
26,San Andres y Providencia,1849600,14,e
9,Casanare,954000,28,b
22,Norte de Santander,1894200,25,e
23,Putumayo,1833400,14,e
27,Santander,823400,5,d
8,Caqueta,828400,6,c
12,Choco,403200,26,c
25,Risaralda,431600,28,a
12,Choco,589600,24,a
12,Choco,1373800,10,d
13,Cordoba,165200,30,e
29,Tolima,763200,2,d
3,Arauca,1153400,17,d
23,Putumayo,1623000,8,b
26,San Andres y Providencia,1849200,28,d
31,Vaupes,1903400,8,d
30,Valle del Cauca,898800,30,b
16,Guaviare,917600,13,d
30,Valle del Cauca,823800,15,b
32,Vichada,1794000,14,b
30,Valle del Cauca,1227600,9,d
4,Atlantico,1210400,26,a
28,Sucre,1418200,19,c
24,Quindio,1957000,1,b
12,Choco,258200,0,e
4,Atlantico,1943000,25,d
29,Tolima,1544000,9,a
2,Antioquia,825200,10,d
14,Cundinamarca,150400,8,c
31,Vaupes,54800,10,c
1,Amazonas,810800,29,d
14,Cundinamarca,1524600,3,b
16,Guaviare,157000,29,d
16,Guaviare,1459200,29,a
32,Vichada,1673800,18,c
20,Meta,1269800,11,d
13,Cordoba,1081400,16,e
24,Quindio,1013400,15,c
14,Cundinamarca,1958600,4,a
1,Amazonas,1352400,8,e
26,San Andres y Providencia,1317200,22,a
26,San Andres y Providencia,410600,19,b
27,Santander,1301800,22,d
13,Cordoba,987200,5,c
17,Huila,495800,19,e
21,Narino,1096800,20,d
22,Norte de Santander,804600,30,b
9,Casanare,588200,19,a
25,Risaralda,1558400,14,d
8,Caqueta,205800,5,d
4,Atlantico,1948800,21,b
19,Magdalena,918400,13,b
12,Choco,1745200,7,b
28,Sucre,851600,10,a
13,Cordoba,1951000,9,e
6,Boyaca,1454000,26,a
1,Amazonas,46000,23,e
19,Magdalena,1403800,30,c
6,Boyaca,604600,25,b
25,Risaralda,1378200,21,e
17,Huila,1526200,19,a
11,Cesar,477600,15,a
23,Putumayo,1005800,21,e
20,Meta,1036600,19,b
2,Antioquia,1412000,10,e
10,Cauca,1339600,8,c
19,Magdalena,1611600,15,b
27,Santander,1875200,24,a
20,Meta,88800,25,e
23,Putumayo,1924800,7,a
7,Caldas,609800,17,a
3,Arauca,1629200,4,b
24,Quindio,1025800,24,e
9,Casanare,171400,11,e
30,Valle del Cauca,1705200,3,a
31,Vaupes,229000,22,e
1,Amazonas,184400,5,b
8,Caqueta,932000,14,c
11,Cesar,1169800,12,a
32,Vichada,1369800,19,a
3,Arauca,166200,16,d
32,Vichada,376800,24,e
9,Casanare,1949400,24,b
28,Sucre,975200,27,c
7,Caldas,1989400,30,b
5,Bolivar,457800,30,c
2,Antioquia,357600,11,c
26,San Andres y Providencia,1200800,22,d
18,La Guajira,1772000,27,e
19,Magdalena,1181000,30,b
15,Guainia,193600,3,d
3,Arauca,1986800,11,a
24,Quindio,1423200,24,b
17,Huila,933000,22,d
27,Santander,1676200,26,a
20,Meta,71800,22,b
19,Magdalena,1781600,25,c
31,Vaupes,134400,30,c
24,Quindio,1852200,1,c
13,Cordoba,1629000,3,d
5,Bolivar,239800,6,c
14,Cundinamarca,1607200,20,a
25,Risaralda,1715000,4,e
16,Guaviare,428800,18,e
7,Caldas,463200,20,d
28,Sucre,762200,4,e
12,Choco,1346200,2,c
28,Sucre,631600,2,b
25,Risaralda,1275400,19,c
2,Antioquia,131000,7,a
5,Bolivar,1954600,16,b
6,Boyaca,928000,0,e
1,Amazonas,1351200,30,c
18,La Guajira,1614800,11,a
11,Cesar,56600,14,d
32,Vichada,1657000,23,b
18,La Guajira,1793200,8,a
20,Meta,188400,27,c
19,Magdalena,492400,26,c
2,Antioquia,1132400,6,d
21,Narino,1423000,22,a
27,Santander,496600,29,b
14,Cundinamarca,559400,19,e
26,San Andres y Providencia,1932400,13,a
10,Cauca,1400800,25,d
24,Quindio,753000,14,a
31,Vaupes,502800,9,c
30,Valle del Cauca,1057200,18,b
18,La Guajira,1163600,1,d
13,Cordoba,1035400,11,d
4,Atlantico,1324000,2,e
11,Cesar,962800,22,e
16,Guaviare,1151000,27,a
14,Cundinamarca,1139400,26,a
28,Sucre,1508800,15,d
7,Caldas,817600,15,e
4,Atlantico,250400,11,c
4,Atlantico,656800,8,d
28,Sucre,267600,24,b
19,Magdalena,548800,24,d
4,Atlantico,910200,10,d
19,Magdalena,1203800,0,c
3,Arauca,1514800,27,a
27,Santander,153800,26,c
8,Caqueta,1787800,26,b
14,Cundinamarca,1260400,16,c
15,Guainia,1348400,2,b
22,Norte de Santander,366200,28,a
10,Cauca,769800,4,c
20,Meta,1423400,25,c
19,Magdalena,706200,10,b
9,Casanare,159800,23,a
30,Valle del Cauca,1882800,16,a
25,Risaralda,1189200,6,d
32,Vichada,1464400,25,b
11,Cesar,307400,5,d
18,La Guajira,1546600,13,b
7,Caldas,448200,29,b
20,Meta,629000,28,b
11,Cesar,238600,22,e
9,Casanare,858800,15,e
2,Antioquia,178400,15,d
8,Caqueta,923600,3,c
12,Choco,970600,1,a
13,Cordoba,873000,29,e
24,Quindio,1231400,23,b
25,Risaralda,1656400,2,e
29,Tolima,1504200,22,e
24,Quindio,1310600,21,b
10,Cauca,1300600,19,a
2,Antioquia,194800,19,d
22,Norte de Santander,475600,18,c
1,Amazonas,1644200,29,a
31,Vaupes,1032000,17,a
9,Casanare,1844200,4,d
10,Cauca,663400,7,b
3,Arauca,1633600,28,b
31,Vaupes,280000,4,d
7,Caldas,1138400,27,a
15,Guainia,1128200,25,d
26,San Andres y Providencia,1268600,4,a
25,Risaralda,1329800,16,a
29,Tolima,547200,17,a
1,Amazonas,428000,12,a
31,Vaupes,378400,4,e
10,Cauca,1383200,11,a
26,San Andres y Providencia,961200,15,c
1,Amazonas,630200,21,a
16,Guaviare,1851600,8,a
24,Quindio,1699400,24,b
9,Casanare,375400,15,c
28,Sucre,533400,5,c
1,Amazonas,120200,1,b
1,Amazonas,472800,3,a
7,Caldas,1020600,6,e
29,Tolima,463400,2,a
9,Casanare,897400,14,d
32,Vichada,523400,6,b
20,Meta,1354400,12,b
5,Bolivar,516800,20,a
13,Cordoba,1452800,29,b
20,Meta,1553600,23,d
7,Caldas,1019600,19,c
30,Valle del Cauca,730800,7,c
24,Quindio,1288600,11,e
9,Casanare,1528200,3,c
24,Quindio,300000,6,d
3,Arauca,1801000,16,a
15,Guainia,229600,12,d
13,Cordoba,887000,1,b
14,Cundinamarca,9400,28,e
7,Caldas,938800,20,e
15,Guainia,628200,15,c
18,La Guajira,857800,3,b
6,Boyaca,1394600,1,c
8,Caqueta,1740800,0,b
10,Cauca,422600,16,a
28,Sucre,1339800,24,e
8,Caqueta,1474800,7,e
15,Guainia,1169600,6,e
20,Meta,922800,15,c
21,Narino,888400,8,e
4,Atlantico,1253800,1,e
27,Santander,746200,22,a
29,Tolima,284600,21,e
2,Antioquia,1803800,30,e
1,Amazonas,636800,11,c
14,Cundinamarca,1700000,6,e
24,Quindio,240200,7,b
26,San Andres y Providencia,4400,2,d
4,Atlantico,917200,13,a
17,Huila,1945800,24,c
30,Valle del Cauca,256200,27,c
4,Atlantico,1528600,4,c
1,Amazonas,846000,19,a
29,Tolima,1828200,28,e
19,Magdalena,1088200,11,e
4,Atlantico,154400,15,e
27,Santander,1188600,15,e
29,Tolima,943600,22,d
13,Cordoba,711400,19,c
29,Tolima,724800,6,a
21,Narino,187600,20,d
12,Choco,115600,15,c
30,Valle del Cauca,1754800,25,b
15,Guainia,1337600,30,b
26,San Andres y Providencia,838800,15,e
13,Cordoba,1261800,28,e
4,Atlantico,1659400,30,b
14,Cundinamarca,1329200,14,b
20,Meta,1924000,26,e
28,Sucre,356000,18,c
32,Vichada,1296600,17,d
30,Valle del Cauca,1449000,21,b
14,Cundinamarca,98800,0,b
22,Norte de Santander,51200,6,b
11,Cesar,1313000,1,b
4,Atlantico,524600,17,a
29,Tolima,364200,25,e
12,Choco,334800,24,d
31,Vaupes,494000,20,a
23,Putumayo,1024400,25,e
24,Quindio,1902800,3,b
32,Vichada,1884600,6,e
12,Choco,1839000,1,e
27,Santander,1187800,9,a
25,Risaralda,1551800,12,d
21,Narino,800400,12,b
8,Caqueta,111200,5,d
10,Cauca,1237400,10,d
25,Risaralda,245200,27,b
25,Risaralda,1081800,6,b
23,Putumayo,561800,4,b
29,Tolima,834400,30,d
9,Casanare,1042600,28,c
17,Huila,31200,5,b
27,Santander,1733400,29,c
26,San Andres y Providencia,1883400,13,e
3,Arauca,168200,10,e
28,Sucre,1173400,3,a
26,San Andres y Providencia,191000,4,d
2,Antioquia,1179800,9,d
17,Huila,609000,25,c
28,Sucre,1602600,4,d
25,Risaralda,1752600,29,d
11,Cesar,1461800,17,a
6,Boyaca,1838800,11,d
20,Meta,1874200,17,d
24,Quindio,64200,4,b
26,San Andres y Providencia,936600,11,d
22,Norte de Santander,1427000,6,c
21,Narino,1801600,1,a
4,Atlantico,1263200,13,e
26,San Andres y Providencia,1959000,23,c
32,Vichada,1773800,28,c
6,Boyaca,586200,24,c
14,Cundinamarca,1530000,1,d
6,Boyaca,395600,22,a
14,Cundinamarca,1280800,8,a
18,La Guajira,886600,17,c
5,Bolivar,1546400,0,b
23,Putumayo,1217200,17,d
11,Cesar,102000,20,e
23,Putumayo,824600,21,b
13,Cordoba,941200,13,e
26,San Andres y Providencia,32400,18,b
6,Boyaca,1410600,13,a
24,Quindio,910000,2,c
18,La Guajira,1205800,9,a
29,Tolima,1398800,27,d
27,Santander,1966800,30,b
21,Narino,985200,6,a
28,Sucre,1719400,13,b
18,La Guajira,1602400,11,c
20,Meta,1262600,18,e
27,Santander,946400,30,c
12,Choco,1208800,30,d
10,Cauca,679800,18,a
5,Bolivar,472400,10,e
28,Sucre,905200,1,b
6,Boyaca,1014600,9,e
